Temperatura ambiente,Tarifa da energia elétrica,Concept ação 1,Concept ação 2,Concept ação 3,Concept ação 4,Concept ação 5,Concept ação 6,Concept ação 7
19.0,1.0,0.0,1.0,5.0,3.0,2.0,1.0,3.0
19.0,1.25,0.0,1.0,5.0,0.0,1.0,0.0,0.0
19.0,1.5,0.0,1.0,5.0,1.0,3.0,3.0,5.0
19.0,1.75,0.0,1.0,5.0,0.0,2.0,5.0,0.0
19.0,2.0,0.0,1.0,5.0,2.0,3.0,3.0,3.0
19.0,2.25,0.0,1.0,5.0,5.0,1.0,0.0,1.0
