,n,episode_reward_min,episode_reward_mean,episode_reward_max,episode_len_mean
0,1,-1.8454888427139666,3.055180781322669,17.970907813585583,3.7052826691380907
1,2,-1.9369742798914236,4.2708625212616385,18.74591890315604,4.504504504504505
2,3,-1.9525294832933473,5.26997852244974,18.081509091883444,5.073697585768742
3,4,-2.6692594209615237,6.544836017162258,21.52459921248448,5.7582733812949645
4,5,-2.0018167750499605,7.390290815030907,19.664445687871112,5.98355754857997
5,6,-1.5369490103117216,8.498082555145706,18.861020682932793,6.319620253164557
6,7,-1.3814101771074312,9.193375891575215,19.714510661191763,6.5
7,8,-1.2327652203948523,9.556701811731537,20.75991011483809,6.566502463054187
8,9,-1.2059056698103958,10.462634804732154,21.081337636624795,6.657237936772047
9,10,-1.2030631974693446,11.159941483799724,21.54433395725718,6.748735244519393
10,11,-1.4113088845462503,11.997036685684835,21.52657489366906,6.795918367346939
11,12,-0.5861940928525438,12.648924624381799,23.189317153731476,6.829351535836177
12,13,-0.9400435954679414,13.199560998678985,26.03984826007028,6.764805414551607
13,14,-0.7370283658757708,13.827856737837676,24.21263832159809,6.809523809523809
14,15,-1.036487022737861,14.645730864275118,24.604370969803696,6.881239242685026
15,16,-0.7452806049622098,15.275605491883377,23.10204634356565,6.839316239316239
16,17,0.6912893639736325,16.187968833648092,24.95881312105635,6.918685121107266
17,18,-0.2658715243975734,16.513382999880044,24.60069572866186,6.903281519861831
18,19,-1.4752041418574975,16.8836927574556,26.404616508578705,6.891379310344828
19,20,0.8821738316924083,17.762909540887975,27.304900357620106,6.932525951557094
20,21,1.6339070888454688,18.23905396241174,26.625330066947186,6.944444444444445
21,22,6.690293804047588,18.840938416437115,27.55442011575595,6.958260869565217
22,23,1.732348191207294,19.683728512341723,27.849235882448323,6.963478260869565
23,24,4.843825544852598,20.26416803825135,27.880793569396047,6.958188153310105
24,25,-0.2705632515111853,20.836344951868842,27.409740547728127,6.966956521739131
25,26,10.865271667146098,21.88780543036635,27.817843789205916,6.972076788830716
