,n,episode_reward_min,episode_reward_mean,episode_reward_max,episode_len_mean
0,1,3.5636633855998143e-51,0.6215569408882106,4.160358571754495,3.104118104118104
1,2,1.556254082816213e-51,0.9027577295608578,4.033797066299969,4.048632218844984
2,3,5.1358723085918276e-51,1.0341375838100229,4.173558226530574,4.534541336353341
3,4,1.1068224570648753e-51,1.3216864713492602,4.672410324371246,5.167958656330749
4,5,3.767933850905608e-48,1.6062724637713854,4.595429664302247,5.781791907514451
5,6,1.916155865336814e-43,1.7353955359440647,4.251238239129664,5.9642324888226526
6,7,2.4282715780803756e-51,1.7838688262764033,4.362391662273132,6.083841463414634
7,8,1.0342517046163913e-40,2.002918782444994,4.284314163004908,6.453225806451613
8,9,9.926223734648974e-41,2.1727433755919447,4.305077595888658,6.621487603305785
9,10,4.468237788747621e-51,2.3121605021622416,4.478105135103252,6.646179401993355
10,11,1.3418857168100648e-45,2.4819177391951865,4.168533719485102,6.7516891891891895
11,12,2.0020292478657577e-44,2.4244342858299484,4.433200691861993,6.709731543624161
12,13,1.4025722682436685e-46,2.6221608185319574,4.851658040303835,6.777966101694915
13,14,5.721714377155119e-51,2.5558388933393155,4.3552501875598715,6.783050847457627
14,15,4.1689260001019847e-44,2.702513758178948,4.805681577192472,6.829351535836177
15,16,1.8434072021200727e-42,2.7797486650754997,4.768008359334806,6.840753424657534
16,17,0.0004900609843635492,2.879543518556297,5.145463987302161,6.912068965517242
17,18,8.004205289264562e-05,2.9506095695217716,5.212356424887455,6.966898954703833
18,19,0.03772158033754786,2.9869866291654277,4.941302426875832,6.932291666666667
19,20,5.03209720846977e-51,3.0817467943409067,5.009095664972494,6.947916666666667
20,21,2.7047493809067748e-08,3.1376960887638874,5.1727716293958945,6.956521739130435
21,22,4.2044938331021055e-51,3.2153079786866576,5.0330070420217305,6.940972222222222
22,23,2.197980122019563e-40,3.2912551857750403,5.357298338222929,6.951388888888889
23,24,0.7634639337100724,3.394133039711314,5.086169590222719,6.980769230769231
24,25,0.017489905186379363,3.4135381736191834,5.16372672355378,6.97212543554007
25,26,1.81508845260857e-13,3.4522197923281013,5.400454932888291,6.963478260869565
26,27,0.4202383638916139,3.5815660091784878,5.985552399543015,6.966898954703833
27,28,0.0860133435895585,3.678249993529787,5.698474783352478,6.984293193717278
28,29,0.47646824242714275,3.7098715823994977,5.635970336808007,6.97212543554007
29,30,0.1721139621745926,3.790111559519704,5.644551684437795,6.984265734265734
30,31,1.3285316282384232,3.812742283196293,5.620434858499255,6.984293193717278
31,32,0.008976150533866314,3.9188453991899763,5.555598944415974,6.991258741258742
32,33,0.05089998065053569,3.9508551506254785,5.700457644724192,6.993006993006993
33,34,5.631553205380898e-25,3.9544291392917432,6.190493616119046,6.986038394415358
34,35,0.3124132303877335,4.0259057069552355,5.670938188558613,6.992994746059544
35,36,0.2716607897878583,4.156722305976289,5.988560788830801,6.980836236933798
36,37,0.017489905139127546,4.262054257538745,5.929078825773097,6.973821989528796
37,38,0.029325654509402464,4.323971782782363,6.025815522150849,6.963478260869565
38,39,2.3824921756317785,4.3550125780819915,5.862120122317598,6.996497373029772
39,40,0.14422308988754706,4.375347942719935,5.971752105905627,6.984293193717278
40,41,1.8981956814902046,4.473718355025155,6.150017319457363,6.996503496503497
41,42,1.9481729921108963,4.4934242049082656,5.978542083551339,7.0
