,n,episode_reward_min,episode_reward_mean,episode_reward_max,episode_len_mean
0,1,3.9112846822318597,5.571023363372668,6.332064604767315,7.0
1,2,3.6099231151113176,5.578437741308692,6.29254030391228,7.0
2,3,4.016676632825508,5.554056586236014,6.366682828648379,7.0
3,4,4.0519870041477075,5.671063444326088,6.332704921066606,7.0
4,5,4.258060686149138,5.661723933008532,6.355550576261361,7.0
5,6,4.351047082791783,5.6691219728896876,6.3811032905803495,7.0
6,7,3.90867140730309,5.689575883336581,6.3615785666052,7.0
7,8,4.184040063797958,5.710784738807367,6.3784032042830185,7.0
8,9,4.168356841837605,5.720581854489088,6.380815286668415,7.0
9,10,4.380218345836519,5.777332088921754,6.369153007456658,7.0
10,11,4.332981674936683,5.75743019063651,6.389256387506498,7.0
11,12,4.321443306623729,5.745947038999698,6.389256387506498,7.0
12,13,4.323835712309743,5.784547220184246,6.380815286668415,7.0
13,14,4.1849076350241035,5.800530788526381,6.392305188894562,7.0
14,15,4.473286117950138,5.7620274482460285,6.37934966327901,7.0
15,16,4.475307342814906,5.775405513516674,6.37778271038611,7.0
16,17,4.307967276864424,5.786590239246782,6.38150646215433,7.0
17,18,4.555934175691256,5.773424183014212,6.382310700570729,7.0
18,19,4.384712302141877,5.777364258785492,6.381386188930915,7.0
19,20,4.347512783424845,5.800607642773862,6.389672617069465,7.0
20,21,4.4313097460772655,5.784832749512544,6.370734852102821,7.0
21,22,4.569984455880761,5.784897749188933,6.389672617069465,7.0
22,23,4.554647745469835,5.807199486924982,6.389511903010239,7.0
23,24,4.377594251655458,5.781033882058023,6.380796252236006,7.0
24,25,4.463927452219879,5.78479800387443,6.38150646215433,7.0
25,26,4.535355357901135,5.798143427009881,6.389511903010239,7.0
26,27,4.511640077606747,5.812537256287665,6.391932035770347,7.0
27,28,4.396569838575292,5.804103592513345,6.381868943693663,7.0
28,29,4.468014108923709,5.789071382621874,6.379255966580076,7.0
29,30,4.556312685707796,5.815145704553527,6.38150646215433,7.0
30,31,4.540692326099372,5.820498438758755,6.381386188930915,7.0
31,32,4.611782849950882,5.812798117409182,6.38150646215433,7.0
32,33,4.530186692380197,5.820688205534835,6.381386188930915,7.0
33,34,4.700463381137678,5.815527790924003,6.382653918134828,7.0
34,35,4.553549432057617,5.838409408524362,6.381386188930915,7.0
35,36,4.537665470053721,5.803996842846781,6.380815286668415,7.0
36,37,4.611443841826901,5.812612695275202,6.381537656162456,7.0
37,38,4.54827418433098,5.8106622748719285,6.38150646215433,7.0
38,39,4.547625444524922,5.828835701323923,6.3768518168043515,7.0
39,40,4.553549432057617,5.838266289216025,6.380227531161099,7.0
40,41,4.700529951230513,5.8108205623436815,6.381386188930915,7.0
41,42,4.6177428475825675,5.801895496452857,6.37890340365144,7.0
42,43,4.613181548128624,5.840904746681429,6.380942552752337,7.0
43,44,4.722401422811573,5.838587317819181,6.380942552752337,7.0
44,45,4.700463381137678,5.821516440443567,6.380942552752337,7.0
45,46,4.618404820090304,5.8406098346052655,6.381386188930915,7.0
46,47,4.51457528578873,5.8268189774434305,6.380942552752337,7.0
47,48,4.6182995005521645,5.826390827266329,6.380227531161099,7.0
48,49,4.710695451244203,5.792539519602312,6.380942552752337,7.0
49,50,4.739151127460309,5.814041204441621,6.380942552752337,7.0
50,51,4.726988562091896,5.853896007197999,6.380942552752337,7.0
51,52,4.6182995005521645,5.810622008950781,6.3700860988427035,7.0
52,53,4.744604978019926,5.857022207130528,6.381537656162456,7.0
53,54,4.618307381302779,5.820625466215768,6.381386188930915,7.0
54,55,4.6182995005521645,5.806316577561029,6.380942552752337,7.0
55,56,4.613181548128624,5.824085005297465,6.382804030490243,7.0
56,57,4.711270927014917,5.787002901844879,6.380942552752337,7.0
57,58,4.618419834760342,5.817658277357539,6.380942552752337,7.0
58,59,4.693876154648581,5.829843883108595,6.380942552752337,7.0
59,60,4.744734102132451,5.848768740985431,6.380942552752337,7.0
60,61,4.62787555378524,5.887441567451509,6.38150646215433,7.0
61,62,4.699460191433513,5.837363163712481,6.380942552752337,7.0
62,63,4.741748743380784,5.8447541575775155,6.381386188930915,7.0
63,64,4.700463381137678,5.836599957966538,6.381868943693663,7.0
64,65,4.613106587451441,5.789371858547613,6.381868943693663,7.0
65,66,4.692439337263529,5.815295871900922,6.387848636038465,7.0
66,67,4.617332153266329,5.838144182105766,6.382357801076363,7.0
67,68,4.738927406555224,5.870372229911667,6.389672617069465,7.0
68,69,4.6897922318026755,5.857755747970822,6.381868943693663,7.0
69,70,4.557360684822636,5.871990499680189,6.389672617069465,7.0
70,71,4.618404820090304,5.834860133376704,6.381868943693663,7.0
71,72,4.55240219528477,5.828429602498393,6.389672617069465,7.0
72,73,4.766468069464222,5.872606562439504,6.389511903010239,7.0
73,74,4.742372588039195,5.828781272466495,6.391932035770347,7.0
74,75,4.617332153266329,5.852873506690036,6.388105112539484,7.0
75,76,4.627906368758416,5.818641978427246,6.388485380005648,7.0
76,77,4.611808707823599,5.864265918415873,6.392305188894562,7.0
77,78,4.618708466022331,5.843824486062858,6.382804030490243,7.0
78,79,4.5673693732767315,5.82575637467298,6.392305188894562,7.0
79,80,4.611436219673699,5.834470039086617,6.381868943693663,7.0
80,81,4.74470583509305,5.829783607757906,6.388105112539484,7.0
81,82,4.553651934818265,5.85046710706134,6.392305188894562,7.0
82,83,4.627906368758416,5.8520987591460765,6.392305188894562,7.0
83,84,4.552473001513112,5.864625427774016,6.392305188894562,7.0
84,85,4.618419834760342,5.867219018915244,6.382357801076363,7.0
85,86,4.6182995005521645,5.838400305683445,6.389511903010239,7.0
86,87,4.557360684822636,5.844844976631802,6.392305188894562,7.0
87,88,4.6165896630094005,5.821253101240032,6.382310700570729,7.0
88,89,4.74544794145692,5.842190276257186,6.382310700570729,7.0
89,90,4.742401050650683,5.845193333154634,6.388105112539484,7.0
90,91,4.596162948434594,5.847951004785602,6.389511903010239,7.0
91,92,4.6182995005521645,5.8545897876376936,6.389511903010239,7.0
92,93,4.535466354459105,5.851539126547622,6.389511903010239,7.0
93,94,4.627970208593035,5.83834510864717,6.392305188894562,7.0
94,95,4.6182995005521645,5.817323215408093,6.382804030490243,7.0
95,96,4.7391561137371605,5.841790439333177,6.389511903010239,7.0
96,97,4.722229513490902,5.868458206015516,6.389511903010239,7.0
97,98,4.6182995005521645,5.800488187551085,6.389511903010239,7.0
98,99,4.739432414539029,5.842106832278573,6.392305188894562,7.0
99,100,4.53039598182873,5.868843537745006,6.392305188894562,7.0
