Temperatura ambiente,Tarifa da energia elétrica,IQB 1,IQB 2,IQB 3,IQB 4,IQB 5,IQB 6,IQB 7,IQB médio,IQB total,Recompensa total,Custo elétrico total,Custo de gás total,Custo de água total,Custo total do banho
15.5,2.1,0.0001495199545546797,0.16514021679754595,0.859096540422335,0.9645536351801801,0.9588570688204013,0.9567168100085814,0.9586621531783845,0.6947394206231403,4.863175944361982,4.863175944361982,0.9730334929494326,1.1242127659574468,0.3695095100539238,2.466755768960803
