Temperatura ambiente,Tarifa da energia elétrica,IQB 1,IQB 2,IQB 3,IQB 4,IQB 5,IQB 6,IQB 7,IQB médio,IQB total,Recompensa total,Custo elétrico total,Custo de gás total,Custo de água total,Custo total do banho
15.5,2.1,0.00014926671575788713,0.15825774894458328,0.8214977734996913,0.9621543149904527,0.9624048585119224,0.9626450431371116,0.9627452964482389,0.6899791860353941,4.8298543022477585,20.40336648024975,1.1241999999999996,1.1198936170212765,0.37761141396776654,2.621705030989043
