Temperatura ambiente,Tarifa da energia elétrica,IQB 1,IQB 2,IQB 3,IQB 4,IQB 5,IQB 6,IQB 7,IQB médio,IQB total,Recompensa total,Custo elétrico total,Custo de gás total,Custo de água total,Custo total do banho
25.5,2.1,0.33122701601129667,1.0,0.9043216869846159,1.0,0.9939323052515942,1.0,1.0,0.8899258583210724,6.2294810082475065,29.322438494019593,0.5005000000000002,0.5664255319148935,0.2575410153030495,1.3244665472179433
