Temperatura ambiente,Tarifa da energia elétrica,IQB 1,IQB 2,IQB 3,IQB 4,IQB 5,IQB 6,IQB 7,IQB médio,IQB total,Recompensa total,Custo elétrico total,Custo de gás total,Custo de água total,Custo total do banho
20.5,2.1,0.02555186791967405,0.7306718693844092,0.9927930333334811,1.0,1.0,1.0,0.9939316294530035,0.8204212000129383,5.742948400090568,5.742948400090568,0.6279121529513827,0.865063829787234,0.31639412919313453,1.8093701119317511
