Temperatura ambiente,Tarifa da energia elétrica,IQB 1,IQB 2,IQB 3,IQB 4,IQB 5,IQB 6,IQB 7,IQB médio,IQB total,Recompensa total,Custo elétrico total,Custo de gás total,Custo de água total,Custo total do banho
20.5,2.1,0.025551867571880688,0.7931408491050408,1.0,1.0,1.0,1.0,1.0,0.8312418166681316,5.818692716676921,5.818692716676921,0.6293201774547479,0.8397659574468084,0.30255231986968445,1.7716384547712407
