Temperatura ambiente,Tarifa da energia elétrica,IQB 1,IQB 2,IQB 3,IQB 4,IQB 5,IQB 6,IQB 7,IQB médio,IQB total,Recompensa total,Custo elétrico total,Custo de gás total,Custo de água total,Custo total do banho
15.5,2.1,0.00014951994876664476,0.126136889641786,0.908220702216971,0.9647848848492558,0.9646535995592621,0.9389651552486865,0.9625180024836012,0.695061250564047,4.865428753948329,4.865428753948329,0.9204584417223821,1.1223617021276595,0.35812089727438606,2.4009410411244274
