Temperatura ambiente,Tarifa da energia elétrica,IQB 1,IQB 2,IQB 3,IQB 4,IQB 5,IQB 6,IQB 7,IQB médio,IQB total,Recompensa total,Custo elétrico total,Custo de gás total,Custo de água total,Custo total do banho
20.5,2.1,0.02552579249824161,0.5671124904222947,0.931609757323518,0.9698808519233854,1.0,0.9986187506711752,1.0,0.7846782346912307,5.492747642838615,24.977156397221627,0.6660500000000001,0.8416170212765957,0.3128647956948537,1.8205318169714495
