Temperatura ambiente,Tarifa da energia elétrica,IQB 1,IQB 2,IQB 3,IQB 4,IQB 5,IQB 6,IQB 7,IQB médio,IQB total,Recompensa total,Custo elétrico total,Custo de gás total,Custo de água total,Custo total do banho
25.5,2.1,0.33193365184575196,0.9774527486670008,0.9867027574430173,0.9843759554312237,0.9877035363063301,1.0,1.0,0.8954526642419033,6.268168649693323,6.268168649693323,0.4287230404987363,0.5978936170212766,0.2668145317858045,1.2934311893058172
