Temperatura ambiente,Tarifa da energia elétrica,IQB 1,IQB 2,IQB 3,IQB 4,IQB 5,IQB 6,IQB 7,IQB médio,IQB total,Recompensa total,Custo elétrico total,Custo de gás total,Custo de água total,Custo total do banho
15.5,1.1,0.00014951994876664476,0.126136889641786,0.908220702216971,0.9647848848492558,0.9646535995592621,0.9636855740805155,0.9633574505549799,0.6987126601216482,4.890988620851537,4.890988620851537,0.4821448980450573,1.1340851063829787,0.3621788840837914,1.9784088885118274
