Temperatura ambiente,Tarifa da energia elétrica,IQB 1,IQB 2,IQB 3,IQB 4,IQB 5,IQB 6,IQB 7,IQB médio,IQB total,Recompensa total,Custo elétrico total,Custo de gás total,Custo de água total
15.0,1.0,7.74660359221303e-05,0.09613599183425371,0.8543094294463534,0.9462499476863775,0.9255989713780084,0.949709161743989,0.9105706074799821,0.6689502250864123,4.682651575604886,21.04581407469124,0.6453333404225607,0.7120425531914892,0.3647345692965776
15.0,1.25,7.74660359221303e-05,0.11138646997887208,0.812605981221376,0.9462870876866342,0.8812082632503522,0.951156317891832,0.9354755282478111,0.6625995877589713,4.638197114312799,20.600260006682387,0.7195833321893588,0.7663404255319148,0.38521847497097605
15.0,1.5,7.74660359221303e-05,0.06760382446990991,0.8840330924102893,0.9553756914760699,0.9513069678133753,0.9508664746593474,0.9346154708846026,0.6776969982499309,4.743878987749516,20.994615695608687,0.8057500096503646,0.7482411347517729,0.3650380890863986
15.0,1.75,7.74660359221303e-05,0.12345592452840161,0.7100849043260401,0.934253096304042,0.934781860095698,0.9518026310381427,0.9105702207885245,0.6521465861595387,4.565026103116771,19.78576139649352,0.9240000116173177,0.7951347517730496,0.3962343440826478
15.0,2.0,7.047632834705334e-05,0.12978838191236805,0.7327330238864591,0.9105625810260057,0.9347327851041659,0.9519976108339356,0.9491102309459302,0.658427870005316,4.608995090037212,19.80814494616449,1.0229999996721744,0.797191489361702,0.39363901531552037
15.0,2.25,7.74660359221303e-05,0.12942736654192324,0.5731760692813983,0.9343318977513412,0.9519920140958354,0.9506261448770612,0.9105744158515384,0.6357436249192885,4.450205374435019,18.926196544760835,1.051875004149042,0.8194042553191487,0.40167606379703213
16.0,1.0,0.00012511800843863346,0.15719909421775005,0.8219109600292654,0.9676334821607033,0.9368272006218699,0.9368614744394755,0.957686903519653,0.6826063189995937,4.778244232997156,21.778459237302762,0.48583333954835933,0.7552340425531915,0.38586120603311247
16.0,1.25,0.0002803004295506778,0.19305686464145336,0.936266229983196,0.9688801037414574,0.9674893962292266,0.9580876024625375,0.9649938177582916,0.712722045035102,4.989054315245713,22.339954562223966,0.7745833450462668,0.689418439716312,0.3667318841957592
16.0,1.5,0.0002803004295506778,0.19417811891060163,0.900883293048498,0.9500807976981507,0.9673966283909441,0.96895151440901,0.9686899202915004,0.7072086533111793,4.950460573178256,22.115313529630924,0.7782500112894923,0.7153333333333333,0.36515598034803876
16.0,1.75,0.0002803004295506778,0.2051181778010535,0.7119926692974593,0.9563452993156496,0.9579978879509692,0.9522562269610074,0.957183505035253,0.6773105809701347,4.741174066790943,21.082642058720154,0.7282916724992295,0.7790921985815601,0.3875527316545381
16.0,2.0,0.0002803004295506778,0.2051181778010535,0.8257643557744115,0.9671807086661484,0.9665913735220327,0.9470953466640625,0.9367353099583099,0.6926807961165099,4.848765572815569,21.26714045734854,0.9349999961753686,0.735078014184397,0.3716094001941735
16.0,2.25,0.0002803004295506778,0.18588499058955682,0.8446842420050538,0.9091089868213407,0.9572791330477032,0.9368550410925514,0.9577561145051753,0.6845498297844187,4.791848808490931,20.878273520334425,0.9611250084824858,0.7762127659574467,0.38250773919780984
17.0,1.0,0.0009148976684440892,0.294291908856529,0.9538959403594497,0.9346323407047212,0.9791079568709579,0.9726874691133165,0.9801392381942303,0.7308099645382355,5.115669751767649,23.443739308215633,0.5536666720484694,0.6676170212765956,0.3596590852490766
17.0,1.25,0.0009148976684440892,0.2944845660447633,0.9791430974019711,0.9720947806501156,0.9778386963969529,0.9711243397767512,0.977459197742659,0.7390085108116653,5.173059575681657,23.628116288726766,0.604999998002313,0.6762553191489361,0.35092627452796293
17.0,1.5,0.0009148976684440892,0.29469564889705346,0.9024404194598672,0.959931699713292,0.9349964654702487,0.9038360298612554,0.9803950184027093,0.7110300256389814,4.97721017947287,22.54225287843682,0.6187500061467291,0.7334326241134751,0.37286538252059664
17.0,1.75,0.0009148976684440892,0.29469564889705346,0.9119911360487238,0.9784030163187347,0.9357335821579384,0.9766300514147443,0.9831191958929526,0.7259267897712275,5.0814875283985925,23.006767765551334,0.6512916724275177,0.7334326241134751,0.364653907473117
17.0,2.0,0.0009148976684440892,0.29308078434451135,0.8527001865400307,0.9598882347803114,0.9721585044476904,0.9019801799980783,0.9750258202939941,0.7079640868675801,4.95574860807306,22.212330391524056,0.744333339917163,0.7157446808510637,0.3620012881558536
17.0,2.25,0.0009148976684440892,0.2932453921503165,0.8617123173192789,0.5764709541781663,0.9824176993050329,0.9360725678008894,0.9763251036390571,0.6610227045801693,4.627158932061185,20.27015825335402,0.8745000088820233,0.7391914893617021,0.3774448998261592
18.0,1.0,0.002693751972195319,0.4181713362705395,0.9963165312257706,0.9310731236334524,0.9900518496143168,0.9912070278375665,0.9736823151517959,0.7575994193865194,5.303195935705636,24.688438143897795,0.41066666978100935,0.6593900709219856,0.34681812414639035
18.0,1.25,0.002693751972195319,0.44380332927341853,0.9906609178126106,0.9803377119985444,0.9591456191249154,0.971153303817166,0.9906009004094753,0.7626279334869037,5.338395534408326,24.3298226676072,0.7035416739915186,0.6133191489361701,0.34175250751522124
18.0,1.5,0.0011904036944591554,0.431587499653268,0.9931504266250708,0.9913312346781127,0.9589560963924347,0.9894519023016518,0.9905339820235781,0.7651716493383678,5.356201545368575,24.166613958540516,0.8222499995492399,0.6252482269503545,0.3446455422535268
