Temperatura ambiente,Tarifa da energia elétrica,IQB 1,IQB 2,IQB 3,IQB 4,IQB 5,IQB 6,IQB 7,IQB médio,IQB total,Recompensa total,Custo elétrico total,Custo de gás total,Custo de água total
15.0,1.0,7.760265660639636e-05,0.1160015849950632,0.8075267464324295,0.9105595695049733,0.9522223974152701,0.9343502875428195,0.9597041075143993,0.6686346137230802,4.680442296061561,20.88758694006733,0.47071254029670623,1.1908510638297871,0.38234839581727637
15.0,1.25,7.760265660639636e-05,0.12809747070206895,0.7986071978658656,0.9530413415967475,0.9516766567939147,0.9105757715807395,0.9527648330533992,0.6706915534641916,4.6948408742493415,20.684300766380655,0.596299888441688,1.2056595744680851,0.3916442535145932
15.0,1.5,7.760265660639636e-05,0.1275699128030736,0.799454818333381,0.952640546372724,0.9508723475555916,0.9562000657509281,0.9490260549782533,0.6765487640643654,4.735841348450558,20.711331348648645,0.7150615691161853,1.1606170212765958,0.37713523409517574
15.0,1.75,7.760265660639636e-05,0.12074316561404812,0.7645394525981222,0.9531444798085692,0.9352264179667409,0.9356256167023497,0.9507332525129518,0.6657271411227698,4.660089987859388,20.041197399124453,0.8266068404871629,1.2124468085106381,0.3935920506875225
15.0,2.0,7.760265660639636e-05,0.09032409394482843,0.8704182308450716,0.9353770309803573,0.9590205483927154,0.9345591450431753,0.9507370810117247,0.6772162475534971,4.740513732874479,20.340460427000394,0.9098475686392608,1.1711063829787234,0.37130671711475755
15.0,2.25,1.942861799084438e-05,0.11131913212675552,0.7935243593603427,0.9521131971229944,0.9355404125412925,0.9577224299261466,0.9524201135149022,0.6718084390300607,4.702659073210425,19.851966708957818,1.0398378407585842,1.2013404255319147,0.3803125500452201
16.0,1.0,0.0002807571176578132,0.19192111011844604,0.9102738265402212,0.9698161641876922,0.9663033172601477,0.9574835190379188,0.9702145946023443,0.7094704698377754,4.966293288864428,22.46774780343529,0.4377512328408263,1.1198936170212765,0.36832255818391874
16.0,1.25,5.567071928372443e-15,0.24858860606806402,0.8649238364872389,0.9703206672454521,0.9584273419289606,0.9092587030357218,0.9696362008834727,0.7030221936641309,4.921155355648916,22.12878456632051,0.5020430399944986,1.1340851063829787,0.3388210255520968
16.0,1.5,6.919204202830935e-06,0.21103991472158817,0.9346013249192112,0.9368621609973693,0.968866009203671,0.9563164739960366,0.9583726163756239,0.7094379170596719,4.966065419417703,22.046478715964522,0.6464246457765175,1.1285319148936168,0.3624671746773406
16.0,1.75,0.0002807571176578132,0.19624986938912048,0.8817811076961675,0.9582375057206759,0.9368501485256508,0.9567370585120624,0.9584839307814689,0.6983743396775434,4.888620377742804,21.3586493429144,0.7722945952654067,1.1575319148936167,0.3823314403751902
16.0,2.0,0.0002807571176578132,0.17998869664081996,0.9358975840564332,0.9695426364292494,0.9686575165306855,0.9581297991742321,0.9581499505389954,0.7100924200697248,4.9706469404880735,21.64658737991679,0.8560882046808846,1.1285319148936168,0.36593899826819093
16.0,2.25,0.0002807571176578132,0.19624986938912048,0.9236663334074553,0.9581946752161626,0.9582478592541894,0.967371495980318,0.9368618549897847,0.7058389779078126,4.940872845354688,21.209307863919598,0.9934229361134688,1.1340851063829787,0.3741253842439307
17.0,1.0,0.0004964527527768829,0.3007764690156544,0.9279992150008745,0.9347419390957534,0.9603813023982426,0.960333630808531,0.9602172845530613,0.7207066133749848,5.044946293624894,22.93651551277182,0.4048384051715938,1.1063191489361701,0.37221999607329065
17.0,1.25,0.0006873457573549556,0.29694645637215666,0.9593706194685384,0.976658392475089,0.9757712456878166,0.9751175975506455,0.935217698277471,0.7313956222270104,5.119769355589073,23.13542373250472,0.5113673175905579,1.0779361702127659,0.36275224004676115
17.0,1.5,0.0009162651460965886,0.29552456371840385,0.9584747135220605,0.9603281967763324,0.9345092283334371,0.9603691904747638,0.9817716310247562,0.7274133984279787,5.091893788995851,22.790260011896244,0.6042522855440158,1.0939787234042553,0.36672563859072116
17.0,1.75,0.0009162651460965886,0.29457440039049826,0.9790668524086992,0.9761694184628305,0.982852676167493,0.9766368074158626,0.9603764005698633,0.738656117223049,5.170592820561343,22.98744337973714,0.7147860117702219,1.0748510638297872,0.36109763569934844
17.0,2.0,0.0009162651460965886,0.2952649622803484,0.9588255150456441,0.9769576546413837,0.9603714698508999,0.977176031915922,0.9603156141394156,0.7328325018599585,5.12982751301971,22.579114380948393,0.8087314327495129,1.0871914893617018,0.3653688292894327
17.0,2.25,0.0008248593606762883,0.2969082234834284,0.958321607379579,0.9603810349694633,0.9819770041301814,0.9770109470994923,0.975187570535001,0.7358016067082601,5.150611246957821,22.519338982937875,0.9021937282978384,1.069914893617021,0.35941490163853596
18.0,1.0,0.0025847830456590974,0.4081569875102032,0.9802039994055249,0.9910422345333407,0.9908935395833255,0.9903822425425818,0.9902028629007397,0.7647809499316249,5.3534666495213745,24.660592975533245,0.37858902220061863,1.0032765957446808,0.34628563192771
18.0,1.25,0.0026974149709609657,0.4182601953828917,0.9803426815589399,0.9584005673482227,0.9802101946753382,0.9591272934119573,0.9802999353537916,0.7541911832431574,5.279338282702102,24.049424248172024,0.46835927315647186,1.0495531914893617,0.3609954275361814
18.0,1.5,0.0026974149709609657,0.42256157030199937,0.9803891067090537,0.9803384023416039,0.9900241724743539,0.9915322480914012,0.9799318858945375,0.7639249715405587,5.347474800783911,24.254700829096677,0.5591937146339785,1.0143829787234042,0.3499027668315175
